Species Code,Prov Status Change Date,COSEWIC Comments,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status,Element Code
F-LINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4G20010
F-LIOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHF03010
F-LOLO,15-May-19,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,DAB;DCC;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSS_B;DSS_C;DVA,2;3;4;5;6;7;8;9,EKRD;MVRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,NA,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMA01010
F-LOLO-01,04-Oct-01,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,DKL,4,CKRD,Kaslo,ICH,NA,Native,Regularly occurring,NA,NA,N,Y,NA,AFCMA01011
F-LULO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCSC11010
F-LUSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCSC12050
F-LUIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Luvaridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCSN01010
F-LYCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG04040
F-LYCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG04020
F-LYJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG04030
F-LYMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG04050
F-LYDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG05060
F-LYEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG05040
F-LYFI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG05010
F-LYMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG05020
F-LYPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG05050
F-LYPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG05030
F-LYPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS805040
F-LYBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS806010
F-LYCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS806160
F-LYDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS806020
F-LYPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMG07010
F-LYPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS806050
F-LYEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCTB04020
F-MAMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Opisthoproctidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHG01010
F-MAAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Paralepididae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC8D01010
F-MAKI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E36010
F-MAZO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E36020
F-MAVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHB06010
F-MANA,20-May-19,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DFN;DPC,9,PRRD;NRRD,Northern Rockies;Taylor;Hudsons Hope;Tumbler Ridge,BWBS,NA,Native,Regularly occurring,NA,NA,N,Y,NA,AFCJB54020
F-MAAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHK02010
F-MECA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Kyphosidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCRN04010
F-MELU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC9C01010
F-MEZU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Melanonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMJ01010
F-MEPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCS811020
F-MEPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Merlucciidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMA10020
F-MIPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMA02020
F-MIDO,20-Jan-03,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae,NA,1;4;8,NA,NA,BG;CDF;CWH;ESSF;IDF;PP,NA,Exotic,Regularly occurring,NA,NA,N,N,NA,AFCQB12020
F-MISA,20-Jan-03,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae,NA,2;4;8,NA,NA,BG;CWH;ICH;IDF;MS;PP,NA,Exotic,Regularly occurring,NA,NA,N,N,NA,AFCQB12050
F-MIPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCTB14010
F-MIAN,23-Dec-15,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cobitidae,NA,NA,NA,NA,NA,NA,Exotic,Regularly occurring,NA,NA,N,N,NA,AFCJD01010
F-MOMO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Tetraodontiformes,Molidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC3F01020
F-MYCA,31-Jan-92,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,1;2;3;4;5;6;7;8;9,NA,NA,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCJB24010
F-MYPO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E04070
F-MYSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E04100
F-NARE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCVH04010
F-NARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCVH13010
F-NACA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHJ01010
F-NADU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCQZ07010
F-NAOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E05010
F-NARO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E05030
F-NEPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4G14010
F-NESC,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Nemichthyidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCEJ01010
F-NEMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Neoscopelidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCVJ01010
F-NEST,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Macrouridae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCMC02030
F-NOCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Albuliformes,Notacanthidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCUA01010
F-NOCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Hexanchiformes,Hexanchidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFDBB02010
F-NOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCVH05040
F-NOAT,10-May-10,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DCK;DCS;DFN;DPC,9,PRRD;NRRD,NA,BWBS,NA,Native,Regularly occurring,NA,NA,N,Y,NA,AFCJB28120
F-NOHU,10-May-10,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DFN;DPC,9,PRRD;NRRD,Northern Rockies;Taylor,BWBS,NA,Native,Regularly occurring,NA,NA,N,Y,NA,AFCJB28550
F-ODTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4F10010
F-OLMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E06010
F-OLRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E06020
F-OLSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFC4E06040
F-ONCL,06-Mar-00,NA,NA,NA,NA,NA,ssp. lewisi is SC on SARA schedule 1,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCC;DCK;DCO;DCR;DCS;DHW;DJA;DKA;DKL;DKM;DMH;DNC;DND;DNI;DOS;DPC;DPG;DQC;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,NA,BWBS;CDF;CWH;ESSF;ICH;IDF;MS;SBS,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA02080
F-ONCL-CL,06-Mar-00,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Subspecies,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCK;DCR;DKM;DNC;DNI;DOS;DQC;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;8,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CSRD;MWRD;CCRD;SQCRD;KSRD;BNRD;PRRD;SKRD;OSRD;FVRD,Delta;Telkwa;Ucluelet;Tofino;Lake Cowichan;Sayward;Victoria;Hope;Massett;Harrison Hot Springs;Pemberton;Anmore;Port Moody;Highlands;Cumberland;Terrace;Chase;Langford;Hazelton;New Hazelton;Houston;Richmond;Port Hardy;Alert Bay;Port McNeill;Port Alice;Kent;Kaslo;Zeballos;Tahsis;Lions Bay;Gibsons;Mission;Granisle;Sooke;Bowen Island;Central Saanich;Langley (City);Lantzville;Queen Charlotte (Village);Sechelt (Indian Government);Pitt Meadows;Port Coquitlam;Chilliwack;Oak Bay;Qualicum Beach;Langley (District);Abbotsford;Surrey;White Rock;View Royal;Comox;Colwood;Squamish;North Saanich;Sidney;Kamloops;Metchosin;Vancouver;Parksville;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;Esquimalt;North Cowichan;Port Alberni;New Westminster;Saanich;Port Clements;Princeton;Ladysmith;Nanaimo;Prince Rupert;Duncan;Coquitlam;West Vancouver;Keremeos;Merritt;Port Edward;Maple Ridge;Smithers;Belcarra;Kitimat;Logan Lake;Gold River,BWBS;CDF;CWH;ICH;SBS,NA,Native,Regularly occurring,NA,NA,N,N,Currently the CDC is not mapping this subspecies as it is quite wide spread.,AFCHA0208A
F-ONCL-LE,29-Apr-18,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Subspecies,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCO;DFN;DHW;DKL;DPC;DRM,3;4;7;8;9,EKRD;CKRD;TNRD;NORD;CSRD;KBRD;FFRD;PRRD;FVRD,Castlegar;Cranbrook;Invermere;Radium Hot Springs;Greenwood;Nakusp;Slocan;Chetwynd;New Denver;Silverton;Kaslo;Salmo;Creston;Fruitvale;Grand Forks;Elkford;Canal Flats;Revelstoke;Salmon Arm;Kimberley;Golden;Trail;Midway;Sicamous;Rossland;Montrose;Warfield;Tumbler Ridge;Sparwood;Fernie;Nelson,BWBS;ESSF;ICH;IDF;MS;SBS,NA,Native,Regularly occurring,NA,NA,N,W,Currently the CDC is not mapping this subspecies as it is quite wide spread.,AFCHA02088
F-ONGO,NA,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;2;3;5;6;7,NA,NA,BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;PP;SBS,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA02010
F-ONKE,NA,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;2;3;5;6;9,NA,NA,BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;PP;SBS,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA02020
F-ONKI,06-Mar-00,Interior Fraser population (see pop. 7) is listed as threatened.†,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DCC;DCH;DCK;DCR;DCS;DHW;DJA;DKM;DNC;DNI;DPG;DQC;DQU;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;5;6;7,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;TNRD;CBRD;MWRD;CCRD;SQCRD;KSRD;BNRD;FFRD;SKRD;FVRD,NA,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA02030
F-ONKI-07,12-Dec-16,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,N,NA,AFCHA02037
F-ONMY,06-Mar-00,NA,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;2;3;4;5;6;7;8;9,NA,NA,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA02090
F-ONMY-40,02-Jan-12,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA,AFCHA0213F
F-ONMY-46,15-May-19,Emergency Listing,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA,AFCHA0213M
F-ONMY-47,15-May-19,Emergency Listing,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA,AFCHA0213N
F-ONNE,06-Mar-00,Sakinaw Lake (assessed 2016-04-30) and Cultus Lake (assessed 2003-05-01) Populations are listed as Endangered by COSEWIC.,NA,NA,NA,NA,NA,4 - Secure (2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,1;2;3;4;5;6;7;8,NA,NA,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;PP;SBPS;SBS;SWB,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA02040
F-ONNE-10,15-Apr-19,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA0204B
F-ONNE-11,15-Apr-19,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA0204C
F-ONNE-12,15-Apr-19,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA0204D
F-ONNE-13,15-Apr-19,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA,AFCHA0204E
